uuid,article_url,article
1741709056-744,https://www.detailingwiki.org/tag/valeting-products/,Manufacturers of Detailing related products
1741710113-1138,https://www.detailingwiki.org/tag/time/,"Cleaning a surface is not always easy. The product itself needs to be able to remove the product, but there should also be a safe method to remove the soap-dirt mixture. The cleaning pie gives insight in the factors that play a role in cleaning."
1741710682-1306,https://www.detailingwiki.org/tag/tac-cloth/,"A tack cloth (also: tack rag, tac cloth) is a special cloth/towel that is covered by a sticky substance. This allows it to grab dirt and remove it by making it stick to the fabric of the towel."
1741710582-1251,https://www.detailingwiki.org/tag/technique/,Articles related to correction
1741709628-979,https://www.detailingwiki.org/tag/treatments/,"Always Dry is an American supplier of nano-technology based products, based in Philipsburg, USA. The company has a strong focus on sealants and coatings that utilize the ceramic nano-technology features that have proven very popular over the last years."
1741711019-1518,https://www.detailingwiki.org/tag/suds/,"A rinseless wash is a washing technique that allows you to wash your car in a way that does not require rinsing afterwards. It is not waterless, but rinseless. This way of washing can save on time and/or product and prevents too much chemicals from going down the drain."
1741708500-446,https://www.detailingwiki.org/tag/wax-over-sealant/,"Layering is the act of applying several layers of either the same product or different products. A popular example of layering is applying 2 coats of wax, or applying a sealant on top of a wax. Layering can be done with many different products."
1741710521-1216,https://www.detailingwiki.org/tag/test-spot/,Articles related to correction
1741708648-545,https://www.detailingwiki.org/tag/washmitt/,Articles related to decontamination
1741710949-1489,https://www.detailingwiki.org/tag/supernatural/,"The Supernatural Machine Stick came into being for two reasons. The first was that we are always looking at cosmetics packaging because waxes are quite similar in nature, and if we can find a better way to package something we will."
1741708648-547,https://www.detailingwiki.org/tag/washmitt/,"Work Stuff is one of a few Polish manufacturers of detailing equipment. The brand originates from Poland and has ditributors and reseller accross Europe. The company focusses mostly towards equipment, accessories and towel. The brand is often recognized because of their destincive yellow color."
1741710345-1183,https://www.detailingwiki.org/tag/the-lab-zone/,Premium Finish Care is an American based manufacturer of detailing products. They own several brands which are used to market their products. They don’t offer products under their own name.
1741711053-1541,https://www.detailingwiki.org/tag/stripping-wax/,"Stripping is the act of removing a certain product/residue/film from a surface, often with the purpose of re-applying a new product. Stripping can be done chemically or mechanically and is a common step when re-applying a new form of protection."
1741708768-619,https://www.detailingwiki.org/tag/wash/,"Waterless washing is a technique in which no water is used to clean the surface. The product for this technique has high lubricating properties, good cleaning agents and leaves little to no residue. It is not always as good as a regular wash, and is not suited for highly contaminated vehicles."
1741710584-1254,https://www.detailingwiki.org/tag/tech/,"Liqui Tech is a Canadian company that was founded in 1992 and has been developing car care products. The most common name used for their products is Finish First. The company has a wide range of products offering solutions for vehicles, motors, RV and marine cleaning needs."
1741709602-971,https://www.detailingwiki.org/tag/treesap/,Articles related to decontamination
1741708438-415,https://www.detailingwiki.org/tag/wear-and-tear/,"In the field of protection, there are generally 4 groups of products: wax, sealant, hybrid and coatings. These products can be combined, but with mixed results. Knowing what the properties of a product are will clarify the end result."
1741708239-326,https://www.detailingwiki.org/tag/wetting/,"For defect removal we need at least a polish, a pad and a polishing machine. In this article we describe the materials and reason why to use those materials in particular."
1741710833-1391,https://www.detailingwiki.org/tag/surfbuf-pad/,"When removing paint defects, like scratches or water spot etching, the Kevin Brown Method uses a Finishing Polish instead of the traditional heavy-cut compound. This is done via a combination with a microfiber polishing pad and a random orbital polisher."
1741709108-780,https://www.detailingwiki.org/tag/vacuum/,Carpet stripes are lines in the carpet that give the impression that some parts of the carpet ar darker/lighter then the area next to it. This can be achieved by bending the fibers one way or the other. The only purpose of this is that it can look nice to some people. Customers might be impressed and like the effect.
1741710002-1112,https://www.detailingwiki.org/tag/tires/,Articles related to decontamination
1741709494-939,https://www.detailingwiki.org/tag/tuf/,Tuf Shine is an American company that creates detailing products. They are probably best known for making the only tire sealant in the world. The company was set up by Ron West and Bob Curtis.
1741708188-280,https://www.detailingwiki.org/tag/wheel-brush/,"It is often asked on detailing fora and social media: “what is the best wheelbrush”. Off course there is a difference between certain products and brands, but it is important to know what you are asking. In this guide I will try to explain what the problem is with this question unless it is asked more in-depth."
1741708548-475,https://www.detailingwiki.org/tag/waterless-washing/,"Smart Polish Pro is an English manufacturer of detailing products with a strong aim on environmental-friendly products that do not require the use of water. The company is fairly young, but has been growing in popularity in only a few years."
1741708902-672,https://www.detailingwiki.org/tag/vinyl/,A tonneau is an area in a vehicle that protects any passengers and is often covered by a soft or hard cover. The tonneau can be compared with a truck bed and has many different names. Modern cars don’t really have the structure to correctly use this term.
1741708323-363,https://www.detailingwiki.org/tag/wet-sandblasting/,Articles related to correction
1741710642-1289,https://www.detailingwiki.org/tag/tact/,Miscellaneous detailing related content
1741710208-1158,https://www.detailingwiki.org/tag/thorough-cleaning/,"An all purpose cleaner (often abbreviated into: APC) is a multipurpose, liquid, spray-on cleaner that can be used on several types of dirt. It is one of the most common products used by a detailer due to its versatility."
1741708136-252,https://www.detailingwiki.org/tag/wheelcleaning/,Articles related to decontamination
1741709279-865,https://www.detailingwiki.org/tag/ultima/,Premium Finish Care is an American based manufacturer of detailing products. They own several brands which are used to market their products. They don’t offer products under their own name.
1741708179-271,https://www.detailingwiki.org/tag/wheel-cleaning/,Articles related to decontamination
1741708377-379,https://www.detailingwiki.org/tag/westhill-property/,Manufacturers of Detailing related products
1741709197-833,https://www.detailingwiki.org/tag/united-kingdom/,"Mayvinci is a British detailing products manufacturer located in Essex, UK. The company originates from 4 detailers who combined forces in their quest for products that would match the interest of the detailing and protection industry."
1741708537-471,https://www.detailingwiki.org/tag/waterspots/,Washing a car in the summer gives the risk of the sun evaporating the water quicker then it can be dried off. You either have to be quick or smart to prevent waterspots or dried up products. These tips might help you in reducing the risk.
1741708188-284,https://www.detailingwiki.org/tag/wheel-brush/,"It is often asked on detailing fora and social media: “what is the best shampoo”. Off course there is a difference between certain products and brands, but it is important to know what you are asking. In this guide I will try to explain what the problem is with this question unless it is asked more in-depth."
1741710221-1160,https://www.detailingwiki.org/tag/thioglycolic-acid/,"A fallout remover is a special product aimed at decontamination that has the chemical ability to help you to remove iron(III)oxide particles from a surface without having to remove them mechanically. These particles are loosened up via a chemical process, that allows for them to be rinsed off safely. This product is sometimes also called “Iron-X”. This is not the name of the liquid, but a productname of Carpro Trading Ltd, which is only one of many fallout removers on the market."
1741709313-882,https://www.detailingwiki.org/tag/tyre-cleaning/,Articles related to decontamination
1741707746-37,https://www.detailingwiki.org/tag/wrapping/,"Although almost all wraps are made from a PVC type material (vinyl), there can be a big difference in the different types of wrap you can get. The big diversity of wraps are part of their growing succes."
1741710732-1331,https://www.detailingwiki.org/tag/synthetic/,"Silicones are a group of polymers that are man-made and do not occur in nature. Within the world of detailing, polydimethylsiloxane is a very popular one. Silicones, just like polymers, have certain properties that can help a product perform better in a certain way. When a polymer contain any form of siloxane, it is a silicone."
1741709734-1024,https://www.detailingwiki.org/tag/toyota/,"Autosol is an American manufacturer of detailing products for various vehicles. A large portion focusses on automotive detailing products, but they also cater for industrial processes, marine, metal, motorcycles and home cleaning. The company is based in Austin, Texas and was founded in 2003."
1741710817-1384,https://www.detailingwiki.org/tag/swipe/,Guides to detailing
1741710221-1159,https://www.detailingwiki.org/tag/thioglycolic-acid/,Articles related to decontamination
1741710748-1341,https://www.detailingwiki.org/tag/switzerland/,Swissvax is a car-wax manufacturer based in Switzerland. They focus mainly on creating car wax with the highest standards with the best ingredients and actively support an exclusive feel about their brand and products.
1741707681-11,https://www.detailingwiki.org/tag/zaino/,"Zaino is an American manufacturer of automotive detailing products. The headquarters is located in America, but the products are being sold throughout Europe and the rest of the world with the possibility to ship worldwide."
1741710589-1255,https://www.detailingwiki.org/tag/tear/,Posts about general maintenance of a detailed object.
1741708197-296,https://www.detailingwiki.org/tag/wheel/,"Wheels are an important part of your vehicles appearance. Polishing wheels can be just as effective on the overall look of the vehicle as the rest of the paintwork. Polishing wheels isn’t very difficult, but takes some practice and the proper polish/tools to do it perfectly."
1741707787-63,https://www.detailingwiki.org/tag/worn/,"In the field of protection, there are generally 4 groups of products: wax, sealant, hybrid and coatings. These products can be combined, but with mixed results. Knowing what the properties of a product are will clarify the end result."
1741709091-773,https://www.detailingwiki.org/tag/valeter/,"Obsession Wax is a company from England that specializes in high-end custom waxes. The brand is well known for its regular limited edition waxes, but also for its range of commercially available waxes."
1741710878-1430,https://www.detailingwiki.org/tag/surface-imperfection/,"Paint protection film is a more extreme form of protecting the paintwork of your vehicle. Unlike chemical protectants, a PPF can protect against stone chips, small objects and even some very chemical liquids."
1741708686-570,https://www.detailingwiki.org/tag/washing-matte/,Miscellaneous detailing related content
1741708633-540,https://www.detailingwiki.org/tag/water/,An emulsion is a mixture of water and oil. These 2 substances don’t mix without a third substance to bind them together. To create an emulsion you need an emulsifier. Soap is a good example of an emulsifier.
1741709321-886,https://www.detailingwiki.org/tag/tyre-cleaner/,"Aluminium brighteners are essentially forms of hydrofluoric acid, which also sold under the type “tire cleaner”. A very similar product is used for etching glass and rust removers. The pure product is extremely toxic and dangerous. Aluminium brightener is another name for “wheel cleaner” or “metal cleaner”."
1741710573-1247,https://www.detailingwiki.org/tag/technology/,Carpro is a brand of detailing products that aims at using the latest technologies to create the best products. The brand originates from South Korea and is led by Avi. Carpro’s full name is Carpro Trading Ltd.
1741708936-694,https://www.detailingwiki.org/tag/very-strong/,Miscellaneous detailing related content
1741707681-12,https://www.detailingwiki.org/tag/zaino/,"Waxstock is the largest car care event in Europe, which is currently held in the Ricoh Arena in Coventry, England. The event started in 2011 and has been growing every year. The name is a reference to the legendary “Woodstock” but altered to fit the car care industry."
1741709056-747,https://www.detailingwiki.org/tag/valeting-products/,"AutoGlanz is a Herefordshire, United Kingdom based manufacturer of automotive detailing products. Who also sells their products via their own webshop. The company is fairly young."
1741710954-1492,https://www.detailingwiki.org/tag/supagard/,"Supagard is a Scottish webshop that sells their own products online. The company is roughly 30 years old and has a wide range of products available in their store. The company is based in Glasgow, Scotland."
1741708694-574,https://www.detailingwiki.org/tag/washing-matt/,Cleaning a matte surface is slightly different to cleaning a regular glossy surface. There are certain things you need to keep in mind to do the job correctly without affecting the matte look.
1741708638-542,https://www.detailingwiki.org/tag/washworld/,"Washworld Inc. is an American manufacturer of car wash systems. The company makes several different types of automatic car wash systems, including the needed support and training for these machines."
1741708244-337,https://www.detailingwiki.org/tag/wetsanding/,Wetsanding is the act of using a very abrasive product (such as sandpaper) combined with a lubricating liquid to sand away a certain amount of the surface. This needs to be done with care and should not be done by beginners.
1741708559-488,https://www.detailingwiki.org/tag/waterless/,"After washing a vehicle, the recommended step is to rinse the soap off. But not everybody actually knows why its recommended. Why not just dry off the soap and with it, the vehicle? Rinsing is one of the many steps of washing a car properly. And shouldn’t be skipped, unless you are using a rinseless of waterless washing products."
1741708638-541,https://www.detailingwiki.org/tag/washworld/,Manufacturers of Detailing related products
1741709338-893,https://www.detailingwiki.org/tag/tyre/,"Tire dressing is made to restore faded black rubber. After a car has been detailed, you want the car to look spotless in every way. You cleaned the arches, the wheels, washed the car and even gave it a new coat of wax. In that case, you also want the tires to look deep, dark black. A tire dressing is an (mostly) oily product that helps to bring back the deep dark color or rubber."
1741709001-722,https://www.detailingwiki.org/tag/variable/,Articles related to correction
1741708460-424,https://www.detailingwiki.org/tag/waxstock/,"Summit Else Ltd is the UK-based company behind Waxstock, the largest car care event in Europe. The company is formed by the owners of Dodo Juice and DetailingWorld/Clean and Shiny. The company was formed in September 2015."
1741708030-185,https://www.detailingwiki.org/tag/winning-fomula-products/,Manufacturers of Detailing related products
1741711120-1564,https://www.detailingwiki.org/tag/strength/,Miscellaneous detailing related content
1741707733-32,https://www.detailingwiki.org/tag/written/,"DetailingWiki is a non-profit collection of writers and editors who aim to spread their knowledge and insight of the world of detailing. These articles are written by several different detailers and are added to the database. The main inspiration of the concept came from WikiPedia, the largest online encyclopedia in the world."
1741708412-389,https://www.detailingwiki.org/tag/welding/,Manufacturers of Detailing related products
1741711003-1513,https://www.detailingwiki.org/tag/suffolk/,"Juicy Details Ltd is a detailing products brand from Suffolk, United Kingdom. John Bramhill is the man behind the brand, who has been a detailer for several years. Juicy Details sells many different products."
1741709898-1091,https://www.detailingwiki.org/tag/tool/,"Rupes is an Italian (Vermezzo) manufacturer of professional machinery, tools and some other electrical equipment. Besides several different machines, they also manufacture machine polishers for the detailing industry. The most famous one is probably the Rupes Bigfoot series."
1741708244-329,https://www.detailingwiki.org/tag/wetsanding/,Articles related to correction
1741709830-1066,https://www.detailingwiki.org/tag/topup/,A Quick Detailer is a specific product that is used to give the current layer of wax a ‘boost’ when it is a few weeks old and starting to show wear. A quick detailer is often referred to as a QD.
1741709161-805,https://www.detailingwiki.org/tag/usa/,Manufacturers of Detailing related products
1741709660-990,https://www.detailingwiki.org/tag/transparent/,The refractive index is a way of measuring how lights behaves through a certain medium. This number gives an indication of how light reacts and how light is reflected. Manufacturers use (among other things) this as an indication of how light is reflected by a protective product and how that will make the surface look.
1741708188-286,https://www.detailingwiki.org/tag/wheel-brush/,"It is often asked on detailing fora and social media: “what is the best TFR, Fallout Remover or Engine Bay Cleaner”. Off course there is a difference between certain products and brands, but it is important to know what you are asking. In this guide I will try to explain what the problem is with this question unless it is asked more in-depth."
1741709692-1009,https://www.detailingwiki.org/tag/traffic-film/,A traffic film is the term used to describe the fine layer of contaminants that cover a vehicle that has been used. The very film layer of contaminants lie on top of the car as a grey-ish film. Washing alone might not always be enough to fully remove this film.
1741710630-1282,https://www.detailingwiki.org/tag/tape/,A very common and popular practice on social media is the picture of the 50/50 shot. This shows a very clear line that divides a fully polished section and an uncorrected section. This is done to demonstrate the difference you can get from a full correction.
1741710940-1480,https://www.detailingwiki.org/tag/supplier/,iSHINE is an Arabic (Dubai) manufacturer of coatings based on nano-technology. The focus with the products manufacturerd by iSHINE lies on synthetic development and engineering of coatings for different vehicles and surfaces in the detailing industry.
1741707954-150,https://www.detailingwiki.org/tag/wiping-down/,"A tack cloth (also: tack rag, tac cloth) is a special cloth/towel that is covered by a sticky substance. This allows it to grab dirt and remove it by making it stick to the fabric of the towel."
1741708351-374,https://www.detailingwiki.org/tag/wet/,Carpet stripes are lines in the carpet that give the impression that some parts of the carpet ar darker/lighter then the area next to it. This can be achieved by bending the fibers one way or the other. The only purpose of this is that it can look nice to some people. Customers might be impressed and like the effect.
1741708830-646,https://www.detailingwiki.org/tag/waldems/,Microfiber Madness is a manufacturer of microfiber products. They specialize in towels and cloths and focus on creating high standard products that are the best in their field.
1741710792-1361,https://www.detailingwiki.org/tag/swirls-swirl/,"Rubbing polish is the act of using ones hand or skin to apply the polish to the surface by hand, and creating a moving effect in order to get a polishing effect on the surface underneath. The method can be compared to applying wax by hand."
1741707720-27,https://www.detailingwiki.org/tag/x-treme-sg-pro-series/,Manufacturers of Detailing related products
1741709423-918,https://www.detailingwiki.org/tag/turbo-spot/,"S.M. Arnold Inc. is an American manufacturer of detailing products that is the backbone of extra brands such as Water Sprite, Speedy surface prep, Speedy Stik and Speedy Super Foamer. The company originates from 1928 and has a wide variety of detailing products."
1741708883-663,https://www.detailingwiki.org/tag/vision/,"Glass can just as easily chip as paintwork can. Unfortunately, repairing chipped glass is a bit more difficult then repairing chipped paint. Chipped glass repair requires skill, tools, experience and patience. It is often done by trained people for best result."
1741708532-460,https://www.detailingwiki.org/tag/wax/,"The graphene coating is fairly new on the market for the detailing industry, instead of focussing on ingredients like SiO2 or other polymers, the main ingredient is graphene. Graphene is a form of carbon, which is known to be very durable and strong under the right circumstances."
1741710878-1428,https://www.detailingwiki.org/tag/surface-imperfection/,The minimum paint thickness is an indication that there is no paint left to polish and should be avoided as much as possible. The downside is that this thickness is difficult to monitor or measure. Going passed this minimum thickness will result in strike-through of burn-through.
1741709578-963,https://www.detailingwiki.org/tag/trims/,"BlackWow is a manufacturer of detailing products that originates from California, USA. The company started out originally as a detailer and started to formulate their own products. The name refers to the effect it has on faded trims and plastics. BlackWow is part of Detailing Innovations Inc."
1741708406-388,https://www.detailingwiki.org/tag/welding-tool/,"Krauss Tools is a German manufacturer of several detailing and bodyshop related tools and machines. The company creates, sells and develops several different product under their own label and for other manufacturers."
1741710779-1357,https://www.detailingwiki.org/tag/swiss/,"Carlack is a Swiss manufacturer of car care products that has been making products since 1958. The brand is divided into 4 sections: Carlack, Aerolack, Yachtlack and Polylack, to cater for the need of several different type of surfaces and types of contaminants."
1741708417-401,https://www.detailingwiki.org/tag/weekly-wash/,This is the act of removing said contamination. The aim of turning a contaminated area into a pure and perfectly clean area. Decontamination can be achieved in several different ways.
1741708120-231,https://www.detailingwiki.org/tag/white-labelling/,"OEM stands for “Original Equipment Manufacturer”, which refers to a company that makes a product that is used in another companies end-product. For example: a Chinese bottle company is the OEM supplier for the bottle of polish you use. There is a lot of confusion on the term, its meaning and its proper use."
1741710737-1333,https://www.detailingwiki.org/tag/swizzol/,Manufacturers of Detailing related products
1741708648-548,https://www.detailingwiki.org/tag/washmitt/,"KRÜGER GmbH is the company behind the brand: Detail Passion and is a German manufacturer of detailing products. Apart from manufacturing, the company also sells their own products alongside several other products in their own online webshop or offline walk-in shop. The company might be better known for their online shop: Chemical Shark."
1741710915-1453,https://www.detailingwiki.org/tag/surface/,"Mechanical decontamination is the opposite of chemical decontamination. Whereas chemical decontamination removes contamination from a surface without any physical interaction, mechanical decontamination doesn’t require any chemicals and relies solely on physical interaction."
1741709761-1047,https://www.detailingwiki.org/tag/toughness/,"Paint, just like any solid surface, has a certain hardness. To put it really simple, this tells you the force needed to put a scratch in the surface. Very soft paint gets marked easily, but is also easier to polish. A hard surface might not get scratched as easily, but will also be more difficult to polish."
1741708821-643,https://www.detailingwiki.org/tag/wallmart/,Manufacturers of Detailing related products
1741708633-537,https://www.detailingwiki.org/tag/water/,"Removing snow from your vehicle might be necessary before you can safely drive off. Leaving lots of snow on your vehicle can be illegal and result in a fine and/or unsafe situations. Removing the snow safely and properly makes it safer for you and your surrounding, and will prevent surface imperfections that need to be polished out."
1741707834-82,https://www.detailingwiki.org/tag/work-stuff/,Manufacturers of Detailing related products
1741710878-1423,https://www.detailingwiki.org/tag/surface-imperfection/,Articles related to correction
1741708603-518,https://www.detailingwiki.org/tag/water-repelling/,Anything relating to protecting the paint
1741708169-267,https://www.detailingwiki.org/tag/wheel-refurb/,Articles related to correction
1741709785-1053,https://www.detailingwiki.org/tag/touch-up-system/,"Chipex Ltd is an UK-based manufacturer of autodetailing products to repair paintdamage, restore paintwork and to remove severe imperfections in the surface of paintwork."
1741708133-245,https://www.detailingwiki.org/tag/wheels/,"Aluminium brighteners are essentially forms of hydrofluoric acid, which also sold under the type “tire cleaner”. A very similar product is used for etching glass and rust removers. The pure product is extremely toxic and dangerous. Aluminium brightener is another name for “wheel cleaner” or “metal cleaner”."
1741709255-857,https://www.detailingwiki.org/tag/under-carriage/,"Underbody cleaning is the act of cleaning the underside of the car to remove any dirt and restore the looks as when the car was new. This is a tedious and labor intensive job, but good cleaning products and tools can help to make it easier."
1741710264-1165,https://www.detailingwiki.org/tag/thin-layer-of-paint/,Articles related to correction
1741707760-46,https://www.detailingwiki.org/tag/wrap/,Carbon Fiber is a material that is made up out of extremely thin fibers of carbon. The fibers of roughly 5 to 10 micrometer are build out of stretched carbonfibercrystals. A few thousand of these fibers are woven together to form 1 wire of carbonfiber.
1741708673-567,https://www.detailingwiki.org/tag/washing-tire/,"Paintwork gets cleaned very frequently, but tyres not so much. Everybody who knows the word “detailer” or “valeter” probably knows how to safely remove contaminants from the surface of a vehicle. Even when glass is dirty, you’ll quickly see the streaks and your fingers will be itching to reach for the glass cleaner. Most parts of a vehicles gets cleaned frequently, and we have all kinds of products that help us keep our cars/bikes looking sparkly clean."
1741707806-73,https://www.detailingwiki.org/tag/world-of-detailing/,Manufacturers of Detailing related products
1741709744-1030,https://www.detailingwiki.org/tag/towels/,"Jewelultra is an English manufacturer from Kent that produces several different types of products for the professional automotive detailing scene. Their most popular product is likely to be Diamondbrite, a paint sealant. The company does not only offer products for car detailing, but also for industrial and janitorial industries."
1741709466-930,https://www.detailingwiki.org/tag/tufshine/,"Paintwork gets cleaned very frequently, but tyres not so much. Everybody who knows the word “detailer” or “valeter” probably knows how to safely remove contaminants from the surface of a vehicle. Even when glass is dirty, you’ll quickly see the streaks and your fingers will be itching to reach for the glass cleaner. Most parts of a vehicles gets cleaned frequently, and we have all kinds of products that help us keep our cars/bikes looking sparkly clean."
1741708768-620,https://www.detailingwiki.org/tag/wash/,"After washing a vehicle, the recommended step is to rinse the soap off. But not everybody actually knows why its recommended. Why not just dry off the soap and with it, the vehicle? Rinsing is one of the many steps of washing a car properly. And shouldn’t be skipped, unless you are using a rinseless of waterless washing products."
1741708742-598,https://www.detailingwiki.org/tag/washer/,Manufacturers of Detailing related products
1741707669-3,https://www.detailingwiki.org/tag/zwitserland/,Manufacturers of Detailing related products
1741708002-168,https://www.detailingwiki.org/tag/wipe-off/,Articles related to decontamination
1741708553-479,https://www.detailingwiki.org/tag/waterless-wash/,"Smart Polish Pro is an English manufacturer of detailing products with a strong aim on environmental-friendly products that do not require the use of water. The company is fairly young, but has been growing in popularity in only a few years."
1741709268-860,https://www.detailingwiki.org/tag/ultra-violet/,Articles related to correction
1741707866-112,https://www.detailingwiki.org/tag/wonder-wheels/,Manufacturers of Detailing related products
1741708643-544,https://www.detailingwiki.org/tag/washview/,"Washworld Inc. is an American manufacturer of car wash systems. The company makes several different types of automatic car wash systems, including the needed support and training for these machines."
1741707760-55,https://www.detailingwiki.org/tag/wrap/,"Paint can be repaired in several different ways. Polishing is very popular one amongst detailers, but not the only one. Some forms of paint repair are: respray, spot-repair and filling in chips. The need for what form of repair often depends on the size of the damage and/or the location."
1741710915-1455,https://www.detailingwiki.org/tag/surface/,"Scratch resistant paint is a holy grail in the world of surface finishes. It would suggest a type of surface finish that either is hard enough to withstand surface impacts, or is capable or reforming its damages surface."
1741711019-1517,https://www.detailingwiki.org/tag/suds/,Miscellaneous detailing related content
1741710127-1140,https://www.detailingwiki.org/tag/tim-miller/,Surf City Garage is an American manufacturer of automotive detailing products. The brand was born after the owner was not satisfied with the products he used for his 150 car collection of classics.
1741709023-731,https://www.detailingwiki.org/tag/value-added-reseller/,"ODM stands for “Original Design Manufacturer”. This refers to a situation in which a manufacturer is asked to create a product according to the designs made by the client, with the intend of re-branded sale."
1741710359-1185,https://www.detailingwiki.org/tag/the-detail-guardz/,"The Detail Guardz is a Canadian manufacturer of detailing and valeting equipment, mainly the Detail Guardz hose-slides with roller system."
1741708655-558,https://www.detailingwiki.org/tag/washing-wheels/,Articles related to decontamination
1741710915-1458,https://www.detailingwiki.org/tag/surface/,A traffic film is the term used to describe the fine layer of contaminants that cover a vehicle that has been used. The very film layer of contaminants lie on top of the car as a grey-ish film. Washing alone might not always be enough to fully remove this film.
1741709076-755,https://www.detailingwiki.org/tag/valeting/,Miscellaneous detailing related content
1741708231-313,https://www.detailingwiki.org/tag/wetting-agents/,"Keeping your pad clean is very important, because the paint residue on/in your pad can cause scouring onto the paint surface. If the pad has become clogged, we can’t get a perfect finish."
1741709849-1070,https://www.detailingwiki.org/tag/topcoat/,"TopCoat is the manufacturer of the F11 line of products and is based in America. The brand has put a lot of focus on the creation of a high performing sealant, which is available as a kit or sold seperately."
1741708661-561,https://www.detailingwiki.org/tag/washing-vehicle/,"The one bucket method is the most used method of washing a car, but is also the least recommended way of washing the car. In this method the user only uses 1 bucket, which doesn’t allow for much rinsing of the sponge/washmitt."
1741708369-377,https://www.detailingwiki.org/tag/westhill-trading/,Manufacturers of Detailing related products
1741708792-632,https://www.detailingwiki.org/tag/warmt/,"Winter is season in the year that makes cleaning cars more difficult, and more important. The amount of dirt you accumulate will increase greatly, but cleaning it off will become more difficult. This article aims at giving you the pointers, tips and tricks to make it easier for you."
1741710915-1452,https://www.detailingwiki.org/tag/surface/,"Delamination occurs when 2 layers seperate from each other. This can happen between many different types of material. Delamination can occur between 2 layers of paint, but also between a wax and a coating. Even when windowtint seperates from the window, it can be referred to as delamination."
1741711057-1543,https://www.detailingwiki.org/tag/stripping-sealant/,"Stripping is the act of removing a certain product/residue/film from a surface, often with the purpose of re-applying a new product. Stripping can be done chemically or mechanically and is a common step when re-applying a new form of protection."
1741708737-593,https://www.detailingwiki.org/tag/washing/,"Mechanical decontamination is the opposite of chemical decontamination. Whereas chemical decontamination removes contamination from a surface without any physical interaction, mechanical decontamination doesn’t require any chemicals and relies solely on physical interaction."
1741707981-157,https://www.detailingwiki.org/tag/wiper-streaks/,Articles related to correction
1741708290-353,https://www.detailingwiki.org/tag/wetdry/,"The interior of a car needs regular cleaning, the contaminants found here can be totally different from the outside, which requires different products and different ways of safely removing them."
1741708686-571,https://www.detailingwiki.org/tag/washing-matte/,"When you have a matte wrap on your car, or just matte paintwork, you need to take care what protective product you are using. Protecting a matte finish is just as important as on a normal surface, but you need to be careful what you use."
1741708443-417,https://www.detailingwiki.org/tag/wear/,"Conservation is a large part in the detailing process. It prevent wear and tear and is aimed at maintaining the original properties of the object. Conservation can also be financially rewarding, as is the case with most oldtimers or supercars."
1741707720-28,https://www.detailingwiki.org/tag/x-treme-sg-pro-series/,"S.M. Arnold Inc. is an American manufacturer of detailing products that is the backbone of extra brands such as Water Sprite, Speedy surface prep, Speedy Stik and Speedy Super Foamer. The company originates from 1928 and has a wide variety of detailing products."
1741708124-233,https://www.detailingwiki.org/tag/white-label/,"A-Chem is an United Kingdom based manufacturer of cleaning chemicals for different purposes. Among industrials, woodcare and car care products they offer private labelling, manufacturing and distrubting. The company makes and sells their own brand of detailing products under the name “A-Chem”."
1741707793-67,https://www.detailingwiki.org/tag/worldwide/,AlloyGator Ltd is an English company that manufacturers plastic inserts that can be mounted between the wheel and the rim to prevent damage to the rim when hitting a curb. The products are being sold in various countries around the world and are known under the name “AlloyGator”.
1741707850-103,https://www.detailingwiki.org/tag/wool/,According to Kevin Brown there are different kind of ways to prime your pad. For defect removal we use a different approach in priming the pad than for final polishing.
1741708259-343,https://www.detailingwiki.org/tag/wetsand/,"Orange peel is the term for the unevenness of a layer of paint on top of a surface. When you look closely, the surface resembles the skin of an orange. Many detailers consider orange peel unwanted, ugly and a fault of the painter. Orange peel can be found in the clear coat and also in the colored layer of paint."
1741710805-1376,https://www.detailingwiki.org/tag/swirl-finder/,"SCANGRIP is a Danish company that specializes in creating working lights that use LED technology. The range of product vary from lights with a certain spectrum, to lights that are aimed at high intensity."
1741708120-229,https://www.detailingwiki.org/tag/white-labelling/,Miscellaneous detailing related content
1741708100-220,https://www.detailingwiki.org/tag/wikipedia/,Miscellaneous detailing related content
1741710858-1411,https://www.detailingwiki.org/tag/surface-technology/,"Carlack is a Swiss manufacturer of car care products that has been making products since 1958. The brand is divided into 4 sections: Carlack, Aerolack, Yachtlack and Polylack, to cater for the need of several different type of surfaces and types of contaminants."
1741707916-133,https://www.detailingwiki.org/tag/wod/,"World of Detailing Ltd. is the company behind the tradename AllGood Car Care, who sells detailing products and manufacturers its own product under the name AllGood Car Care. The company is based in Chatteris, England and was founded by Andy Allgood."
1741709413-916,https://www.detailingwiki.org/tag/turkey/,"Nasiol is a Turkish manufacturer of detailing products, they are very unique in their history and origin. The products they offer are concentrated around the use of synthetic products and nano-technologie."
1741709616-976,https://www.detailingwiki.org/tag/tree/,Articles related to decontamination
1741707746-35,https://www.detailingwiki.org/tag/wrapping/,Miscellaneous detailing related content
1741708876-660,https://www.detailingwiki.org/tag/voc/,Manufacturers of Detailing related products
1741708815-641,https://www.detailingwiki.org/tag/warm/,"Removing snow from your vehicle might be necessary before you can safely drive off. Leaving lots of snow on your vehicle can be illegal and result in a fine and/or unsafe situations. Removing the snow safely and properly makes it safer for you and your surrounding, and will prevent surface imperfections that need to be polished out."
